teacherid,year,mathscore,numaides,treatment,schoolid,grade,yr1_treatment
50065,2001,1164.9048,2,0,4,5,0
50066,2001,997.52173,2,0,4,5,0
50067,2001,1161.8889,2,0,4,5,0
50068,2001,1065.6774,2,0,4,5,0
50069,2001,1241.7826,2,1,4,5,2006
50070,2001,1034.1818,2,1,5,5,2012
50071,2001,1020.931,2,0,5,5,0
50072,2001,1078,2,1,5,5,2009
50073,2001,1152.1786,2,0,5,5,0
50074,2001,1135.2593,2,0,5,5,0
50075,2001,1098.0333,2,0,5,5,0
50076,2001,999.33331,2,0,5,5,0
50077,2001,1169.0454,2,1,6,5,2007
50078,2001,1187.4,2,1,6,5,2009
50079,2001,1155.6957,2,0,6,5,0
50080,2001,1049.2609,2,0,6,5,0
50081,2001,1123.3448,2,1,6,5,2011
50082,2001,1241.25,2,0,7,5,0
50083,2001,1332.6666,2,1,7,5,2004
50084,2001,1086.1538,2,1,7,5,2012
50085,2001,1092.84,2,1,7,5,2009
50086,2001,1032.7858,2,0,7,5,0
50087,2001,931.5,2,0,7,5,0
50088,2001,1142.0741,2,1,7,5,2008
50089,2001,1072.7931,2,0,8,5,0
50090,2001,1129.625,2,1,8,5,2008
50091,2001,1052.1034,2,0,8,5,0
50092,2001,1212.4286,2,1,8,5,2011
50093,2001,966.08331,2,0,8,5,0
50094,2001,1086.2174,2,1,9,5,2009
50095,2001,1094.3125,2,0,9,5,0
50096,2001,1035.4445,2,1,9,5,2010
50097,2001,1078.88,2,1,9,5,2012
50098,2001,1052.5909,2,1,10,5,2004
50099,2001,1005.2727,2,0,10,5,0
50100,2001,1024.4348,2,1,10,5,2007
50101,2001,1246.0435,2,0,10,5,0
50102,2001,1126.0869,2,1,10,5,2006
50103,2001,1134.4615,2,0,10,5,0
50104,2001,1155.7037,2,0,11,5,0
50105,2001,1126.5,2,1,11,5,2004
50106,2001,1163.4231,2,0,11,5,0
50107,2001,1190.7778,2,1,11,5,2006
50108,2001,1053.75,2,0,12,5,0
50109,2001,1201.6154,2,1,12,5,2011
50110,2001,986.5769,2,0,12,5,0
50111,2001,1044.3226,2,0,12,5,0
50112,2001,1185.2609,2,0,13,5,0
50113,2001,1098.2593,2,0,13,5,0
50114,2001,1143.5416,2,1,13,5,2005
50115,2001,1169.5862,2,1,13,5,2008
50116,2001,1068.931,2,1,13,5,2008
50117,2001,1189.7693,2,0,13,5,0
50118,2001,989.55554,2,0,13,5,0
50119,2001,1035.16,2,0,14,5,0
50120,2001,1090.7858,2,0,14,5,0
50121,2001,1075.2593,2,0,14,5,0
50122,2001,1088.3846,2,0,14,5,0
50123,2001,1156,2,1,14,5,2012
50124,2001,1097,2,0,14,5,0
50125,2001,1144.6428,2,1,15,5,2005
50126,2001,1187.5416,2,1,15,5,2007
50127,2001,1114.7142,2,0,15,5,0
50128,2001,1107.6072,2,1,15,5,2008
50129,2001,1160.36,2,0,16,5,0
50130,2001,1181,2,0,16,5,0
50131,2001,1080.88,2,1,16,5,2007
50132,2001,1035.6818,2,1,16,5,2012
50133,2001,1114.8276,2,1,16,5,2008
50134,2001,1179.2,2,0,16,5,0
50135,2001,1158.5769,2,1,16,5,2010
50136,2001,1128.3,2,1,17,5,2004
50137,2001,1231.7693,2,1,17,5,2005
50138,2001,1087.3478,2,0,17,5,0
50139,2001,1168.0625,2,1,17,5,2005
50140,2001,1040.9375,2,0,17,5,0
50141,2001,1298.6666,2,1,17,5,2011
50142,2001,1161.7693,2,1,18,5,2006
50143,2001,962.4516,2,0,18,5,0
50144,2001,1099.8518,2,1,18,5,2010
50145,2001,984.23077,2,0,18,5,0
50146,2001,1169.64,2,0,19,5,0
50147,2001,1119.5518,2,0,19,5,0
50148,2001,1101.4348,2,1,19,5,2005
50149,2001,1175.8518,2,1,19,5,2009
50150,2001,1124.3334,2,1,20,5,2008
50151,2001,1179.5601,2,1,20,5,2007
50152,2001,1098.3334,2,1,20,5,2008
50153,2001,1254.8572,2,0,20,5,0
50154,2001,1246.1563,2,1,20,5,2007
50155,2001,1178.9524,2,1,20,5,2008
50156,2001,1179.88,2,1,21,5,2012
50157,2001,1183.5483,2,1,21,5,2008
50158,2001,1121.5358,2,0,21,5,0
50159,2001,1076.6129,2,0,21,5,0
50160,2001,1142.1936,2,1,21,5,2011
50161,2001,1097.3334,2,1,21,5,2012
50162,2001,1139.9688,2,1,21,5,2008
50163,2001,1118.5927,2,0,22,5,0
50164,2001,1156.3077,2,0,22,5,0
50165,2001,1167.2142,2,1,22,5,2007
50166,2001,1083.7084,2,0,22,5,0
50167,2001,1026.5834,2,0,22,5,0
50168,2001,1056.8636,2,1,22,5,2010
50169,2001,1123.2759,2,0,23,5,0
50170,2001,1236.3846,2,0,23,5,0
50171,2001,1050.8214,2,0,23,5,0
50172,2001,1030.3448,2,0,23,5,0
50173,2001,1211.2,2,1,23,5,2006
50174,2001,1089.1923,2,0,23,5,0
50175,2001,1120.5714,2,0,23,5,0
50176,2001,984.42859,2,0,24,5,0
50177,2001,1149.3,2,0,24,5,0
50178,2001,1129.7,2,1,24,5,2005
50179,2001,1138.0322,2,0,24,5,0
50180,2001,1138.1364,2,1,25,5,2005
50181,2001,1145.0435,2,1,25,5,2006
50182,2001,1138.8064,2,0,25,5,0
50183,2001,1062.375,2,0,25,5,0
50184,2001,1162.4642,2,0,26,5,0
50185,2001,1255.5358,2,0,26,5,0
50186,2001,1184.3438,2,1,26,5,2007
50187,2001,1245,2,0,26,5,0
50188,2001,1217.2307,2,1,26,5,2004
50189,2001,1067.12,2,1,27,5,2012
50190,2001,1232.3199,2,0,27,5,0
50191,2001,1282.1482,2,1,27,5,2012
50192,2001,1153.5667,2,0,27,5,0
50193,2001,1120.4615,2,1,27,5,2007
50194,2001,1144.4091,2,0,28,5,0
50195,2001,1251.5,2,1,28,5,2007
50196,2001,1154.5625,2,1,28,5,2006
50197,2001,1044.4762,2,1,28,5,2008
50198,2001,1135.04,2,0,28,5,0
50199,2001,1127.7916,2,0,28,5,0
50200,2001,1253.875,2,1,29,5,2012
50201,2001,1060.1666,2,1,29,5,2008
50202,2001,1193.6563,2,0,29,5,0
50203,2001,1122.4584,2,0,29,5,0
50204,2001,1081.6428,2,1,29,5,2008
50205,2001,1176.36,2,0,29,5,0
50206,2001,1148.5518,2,1,29,5,2007
50207,2001,1164.2903,2,1,30,5,2010
50208,2001,1108.4445,2,1,30,5,2006
50209,2001,1083.5,2,0,30,5,0
50210,2001,1225.7693,2,0,30,5,0
50211,2001,1133.0416,2,0,30,5,0
50212,2001,1163.5714,2,1,30,5,2012
50213,2001,1168.9524,2,0,31,5,0
50214,2001,1083.4138,2,1,31,5,2008
50215,2001,1100.7667,2,0,31,5,0
50216,2001,1219.1428,2,1,31,5,2009
50217,2001,1005.7857,2,0,31,5,0
50218,2001,1134.1428,2,1,31,5,2006
50219,2001,1185.9354,2,0,31,5,0
50220,2001,1188.1786,2,1,32,5,2006
50221,2001,1129,2,0,32,5,0
50222,2001,1077.0454,2,0,32,5,0
50223,2001,1108.1786,2,1,32,5,2007
50224,2001,1068.1538,2,1,33,5,2011
50225,2001,1159.3077,2,0,33,5,0
50226,2001,1109.9131,2,0,33,5,0
50227,2001,1169.64,2,1,33,5,2012
50228,2001,1141.4286,2,1,33,5,2011
50229,2001,1185.8148,2,0,33,5,0
50230,2001,1118.0646,2,0,34,5,0
50231,2001,1093.6552,2,0,34,5,0
50232,2001,1063.1666,2,1,34,5,2006
50233,2001,1001.0938,2,0,34,5,0
50234,2001,1072.72,2,0,35,5,0
50235,2001,1096.2858,2,1,35,5,2008
50236,2001,1131.2581,2,0,35,5,0
50237,2001,1113.069,2,0,35,5,0
50238,2001,952.10345,2,0,35,5,0
50239,2001,1134.9375,2,0,36,5,0
50240,2001,979.95654,2,0,36,5,0
50241,2001,1189.16,2,0,36,5,0
50242,2001,1140.6666,2,1,36,5,2009
50243,2001,1213.9546,2,0,36,5,0
50244,2001,1258,2,1,36,5,2008
50245,2001,1060.5807,2,1,37,5,2006
50246,2001,1199.0667,2,1,37,5,2011
50247,2001,1138.7241,2,1,37,5,2006
50248,2001,1095.4445,2,0,37,5,0
50249,2001,1153.129,2,0,37,5,0
50250,2001,1060.9091,2,0,37,5,0
50251,2001,1143.7916,2,1,38,5,2007
50252,2001,1103.2084,2,0,38,5,0
50253,2001,1086.9656,2,1,38,5,2012
50254,2001,1202,2,1,38,5,2004
50255,2001,1160.5601,2,1,38,5,2005
50256,2001,1117.7858,2,1,39,5,2008
50257,2001,1117.8695,2,1,39,5,2004
50258,2001,1102.2813,2,0,39,5,0
50259,2001,1133.28,2,0,39,5,0
50260,2001,1112.8125,2,1,39,5,2004
50261,2001,1174.04,2,1,39,5,2006
50262,2001,1110.4,2,1,40,5,2011
50263,2001,1117.1818,2,0,40,5,0
50264,2001,1088,2,1,40,5,2008
50265,2001,1101.8667,2,1,40,5,2009
50266,2001,1050.5186,2,1,41,5,2009
50267,2001,1075.9333,2,1,41,5,2012
50268,2001,1161.5217,2,0,41,5,0
50269,2001,1117.375,2,1,41,5,2007
50270,2001,1057.6666,2,1,41,5,2005
50271,2001,1119.5652,2,1,41,5,2006
50272,2001,1083.4445,2,1,41,5,2012
50273,2001,1028.4828,2,0,42,5,0
50274,2001,1077.826,2,0,42,5,0
50275,2001,965.89288,2,0,42,5,0
50276,2001,1155.6129,2,1,42,5,2010
50277,2001,1074.25,2,0,42,5,0
50278,2001,1124.8334,2,0,43,5,0
50279,2001,1166.3704,2,1,43,5,2006
50280,2001,1131.4814,2,0,43,5,0
50281,2001,1122.3928,2,1,43,5,2010
50282,2001,1157.4,2,0,44,5,0
50283,2001,1157.2916,2,1,44,5,2011
50284,2001,1173.6563,2,1,44,5,2010
50285,2001,1038.3182,2,1,44,5,2006
30001,2002,1129.96,2,1,1,3,2008
30002,2002,1093.4584,2,1,2,3,2004
30003,2002,1112.6538,2,0,3,3,0
30004,2002,995.12,2,0,4,3,0
30005,2002,1156.8928,2,0,5,3,0
30006,2002,1114.5,2,0,6,3,0
30007,2002,1111.238,2,1,7,3,2012
30008,2002,1200.9375,2,1,8,3,2010
30009,2002,1175.037,2,1,9,3,2010
30010,2002,1082.9131,2,0,10,3,0
30011,2002,1246.4546,2,1,11,3,2005
30012,2002,1232.0869,2,0,12,3,0
30013,2002,1150.9048,2,1,13,3,2005
30014,2002,1247.4063,2,1,14,3,2007
30015,2002,1145.4073,2,1,15,3,2011
30016,2002,1128.7407,2,1,16,3,2011
30017,2002,957.4762,2,0,17,3,0
30018,2002,1141.762,2,1,18,3,2012
30019,2002,944.20001,2,0,19,3,0
30020,2002,1161.75,2,1,20,3,2006
30021,2002,1075.4,2,0,21,3,0
30022,2002,1054.9333,2,1,22,3,2007
30023,2002,1299.762,2,1,23,3,2004
30024,2002,1154.3871,2,1,24,3,2008
30025,2002,1129.25,2,0,25,3,0
30026,2002,1094.3334,2,1,26,3,2004
30027,2002,1100.8,2,1,27,3,2012
30028,2002,1122.4445,2,0,28,3,0
30029,2002,1282.3226,2,1,29,3,2009
30030,2002,1074.8214,2,1,30,3,2006
30031,2002,1244.75,2,0,31,3,0
30032,2002,1064.9524,2,1,32,3,2007
30033,2002,1043.3846,2,1,33,3,2006
30034,2002,1101.2858,2,0,34,3,0
30035,2002,1166.5186,2,1,35,3,2005
30036,2002,1093.2916,2,1,36,3,2008
30037,2002,1057.8334,2,0,37,3,0
30038,2002,1227.6818,2,1,38,3,2007
30039,2002,1105.8077,2,0,39,3,0
30040,2002,1246.2069,2,1,40,3,2008
30041,2002,1051.8096,2,1,41,3,2008
30042,2002,1076.2142,2,1,42,3,2010
30043,2002,1105.9091,2,1,43,3,2007
30044,2002,1157.0968,2,1,44,3,2008
30045,2002,1012.1429,2,1,1,3,2007
30046,2002,1127.5161,2,0,1,3,0
30047,2002,1023.7097,2,0,1,3,0
30048,2002,1078.8928,2,1,1,3,2005
30049,2002,977.90479,2,1,1,3,2004
30050,2002,1161.069,2,1,1,3,2007
30051,2002,1150,2,1,2,3,2006
30052,2002,1144.6563,2,1,2,3,2012
30053,2002,1152.1,2,1,2,3,2010
30054,2002,1086.0313,2,0,2,3,0
30055,2002,1055.3667,2,0,2,3,0
30056,2002,1112.24,2,0,2,3,0
30057,2002,1075.25,2,0,2,3,0
30058,2002,1134.12,2,0,3,3,0
30059,2002,1001.6552,2,0,3,3,0
30060,2002,1129.6563,2,0,3,3,0
30061,2002,1111.4231,2,1,3,3,2005
30062,2002,1168.5313,2,1,4,3,2007
30063,2002,1019.3704,2,1,4,3,2004
30064,2002,968.5,2,1,4,3,2005
30065,2002,1231.1936,2,0,4,3,0
30066,2002,1202.4517,2,0,4,3,0
30067,2002,1054,2,0,4,3,0
30068,2002,1075.0358,2,1,4,3,2006
30069,2002,1269.16,2,1,5,3,2010
30070,2002,1023.1,2,0,5,3,0
30071,2002,1094.7727,2,1,5,3,2007
30072,2002,1221.2667,2,0,5,3,0
30073,2002,1064.8334,2,1,5,3,2005
30074,2002,1185.6666,2,0,6,3,0
30075,2002,1212.3871,2,1,6,3,2008
30076,2002,994.625,2,1,6,3,2006
30077,2002,1265.6086,2,0,6,3,0
30078,2002,1217.8572,2,1,7,3,2005
30079,2002,1202.75,2,0,7,3,0
30080,2002,1211.8846,2,1,7,3,2007
30081,2002,1204.1482,2,1,7,3,2004
30082,2002,1077,2,1,7,3,2011
30083,2002,1053.9091,2,1,8,3,2010
30084,2002,1112.2903,2,0,8,3,0
30085,2002,1136.238,2,0,8,3,0
30086,2002,1073.7667,2,1,8,3,2009
30087,2002,1104.6428,2,0,8,3,0
30088,2002,1154.0714,2,0,9,3,0
30089,2002,1153.0358,2,1,9,3,2006
30090,2002,1105.2307,2,1,9,3,2010
30091,2002,1148.1305,2,1,9,3,2012
30092,2002,1220.2903,2,1,9,3,2012
30093,2002,1082.8462,2,1,9,3,2011
30094,2002,1124.4517,2,0,9,3,0
30095,2002,1177.2222,2,1,10,3,2011
30096,2002,1181.3478,2,0,10,3,0
30097,2002,1072.5714,2,0,10,3,0
30098,2002,1153.72,2,0,10,3,0
30099,2002,1076.9375,2,0,11,3,0
30100,2002,1152.1111,2,0,11,3,0
30101,2002,1049.6086,2,0,11,3,0
30102,2002,1064.5667,2,0,11,3,0
30103,2002,1223.4286,2,1,11,3,2009
30104,2002,1230.826,2,1,11,3,2007
30105,2002,1090.1154,2,0,12,3,0
30106,2002,1067.3,2,1,12,3,2009
30107,2002,1090.2858,2,0,12,3,0
30108,2002,1055.9231,2,0,12,3,0
30109,2002,1171.5667,2,1,12,3,2007
30110,2002,1077.871,2,1,13,3,2005
30111,2002,1184.3334,2,0,13,3,0
30112,2002,1171.875,2,0,13,3,0
30113,2002,1137.0646,2,1,13,3,2009
30114,2002,1060.0333,2,0,13,3,0
30115,2002,1183.3448,2,0,13,3,0
30116,2002,1012.1923,2,0,14,3,0
30117,2002,1165.8334,2,0,14,3,0
30118,2002,985.67743,2,0,14,3,0
30119,2002,1197.7727,2,1,14,3,2011
30120,2002,1133.5217,2,0,15,3,0
30121,2002,1138.2222,2,0,15,3,0
30122,2002,1080.9231,2,1,15,3,2009
30123,2002,1159,2,0,15,3,0
30124,2002,1041.8148,2,0,16,3,0
30125,2002,1115.5416,2,0,16,3,0
30126,2002,1100.5333,2,0,16,3,0
30127,2002,1182.5238,2,0,16,3,0
30128,2002,1171.9032,2,1,16,3,2008
30129,2002,1133.7273,2,1,16,3,2009
30130,2002,988.125,2,0,16,3,0
30131,2002,1122.9091,2,0,17,3,0
30132,2002,1231.8096,2,0,17,3,0
30133,2002,1211.9565,2,1,17,3,2006
30134,2002,1012,2,0,17,3,0
30135,2002,1141.7391,2,1,17,3,2011
30136,2002,1006.96,2,0,17,3,0
30137,2002,1094.9375,2,1,17,3,2005
30138,2002,1157.5,2,1,18,3,2005
30139,2002,1084.9032,2,1,18,3,2007
30140,2002,1066,2,1,18,3,2009
30141,2002,1082.8387,2,0,18,3,0
30142,2002,1115.5927,2,0,19,3,0
30143,2002,1011.2174,2,1,19,3,2011
30144,2002,1041.4231,2,0,19,3,0
30145,2002,1108.4839,2,1,19,3,2011
30146,2002,1095.875,2,0,19,3,0
30147,2002,1087.875,2,1,19,3,2012
30148,2002,1093.619,2,0,19,3,0
30149,2002,950.76001,2,0,20,3,0
30150,2002,1095.5385,2,0,20,3,0
30151,2002,1230.7307,2,1,20,3,2006
30152,2002,1054.6086,2,1,20,3,2007
30153,2002,1076.069,2,0,20,3,0
30154,2002,1206.3478,2,1,21,3,2004
30155,2002,1155.0358,2,1,21,3,2008
30156,2002,1134.2142,2,1,21,3,2011
30157,2002,1160.9166,2,1,21,3,2012
30158,2002,1078.1666,2,1,21,3,2010
30159,2002,1192.1923,2,1,22,3,2005
30160,2002,985.78259,2,1,22,3,2010
30161,2002,1033.4286,2,0,22,3,0
30162,2002,1075.871,2,1,22,3,2012
30163,2002,1058.6666,2,0,23,3,0
30164,2002,1076.625,2,0,23,3,0
30165,2002,1147.1538,2,1,23,3,2005
30166,2002,1114.381,2,0,23,3,0
30167,2002,1112.0476,2,1,23,3,2012
30168,2002,1198.4375,2,0,23,3,0
30169,2002,1089.16,2,0,24,3,0
30170,2002,1023.1481,2,1,24,3,2006
30171,2002,984.56525,2,0,24,3,0
30172,2002,993.5238,2,0,24,3,0
30173,2002,991.89288,2,1,24,3,2006
30174,2002,1087.3478,2,1,24,3,2007
30175,2002,1132.4667,2,0,25,3,0
30176,2002,989.15387,2,1,25,3,2004
30177,2002,1055.9375,2,0,25,3,0
30178,2002,1027.04,2,0,25,3,0
30179,2002,1098.4642,2,0,25,3,0
30180,2002,1243.174,2,1,25,3,2005
30181,2002,1204.8462,2,0,25,3,0
30182,2002,1083.3793,2,0,26,3,0
30183,2002,1012.3478,2,1,26,3,2007
30184,2002,1083.4073,2,0,26,3,0
30185,2002,1043.2903,2,1,26,3,2004
30186,2002,1135.6897,2,1,26,3,2006
30187,2002,977.38098,2,0,26,3,0
30188,2002,939.08331,2,1,26,3,2012
30189,2002,1122.84,2,0,27,3,0
30190,2002,1139.2413,2,0,27,3,0
30191,2002,1054.8889,2,1,27,3,2010
30192,2002,1000.3846,2,1,27,3,2010
30193,2002,1100.2759,2,1,27,3,2012
30194,2002,1102.9,2,0,28,3,0
30195,2002,1066.9063,2,0,28,3,0
30196,2002,1143.125,2,1,28,3,2004
30197,2002,1049.3077,2,0,28,3,0
30198,2002,1158.9032,2,0,28,3,0
30199,2002,1099.5333,2,1,29,3,2008
30200,2002,1025.4584,2,0,29,3,0
30201,2002,1132.875,2,0,29,3,0
30202,2002,1130,2,0,29,3,0
30203,2002,1185.6538,2,1,30,3,2004
30204,2002,1187.2222,2,1,30,3,2004
30205,2002,1140.5,2,1,30,3,2008
30206,2002,1166.8064,2,1,30,3,2009
30207,2002,1150.8334,2,0,31,3,0
30208,2002,1235.6086,2,1,31,3,2006
30209,2002,1088.8928,2,1,31,3,2009
30210,2002,1111.24,2,0,31,3,0
30211,2002,1167.9565,2,0,31,3,0
30212,2002,1122.7142,2,0,31,3,0
30213,2002,1124.6563,2,0,32,3,0
30214,2002,1106.8889,2,0,32,3,0
30215,2002,1091.3928,2,0,32,3,0
30216,2002,986.93335,2,0,32,3,0
30217,2002,1194.8518,2,1,32,3,2006
30218,2002,1130.3103,2,0,32,3,0
30219,2002,1223.2333,2,1,32,3,2007
30220,2002,931.66669,2,1,33,3,2004
30221,2002,1060.4688,2,0,33,3,0
30222,2002,1085.1364,2,1,33,3,2011
30223,2002,1209.1154,2,0,33,3,0
30224,2002,1163.5909,2,0,33,3,0
30225,2002,1111.5555,2,1,33,3,2004
30226,2002,1094.5,2,0,34,3,0
30227,2002,1124.875,2,1,34,3,2005
30228,2002,1157.8182,2,1,34,3,2011
30229,2002,970.27588,2,0,34,3,0
30230,2002,1178.9231,2,1,35,3,2012
30231,2002,1120.619,2,0,35,3,0
30232,2002,1089,2,0,35,3,0
30233,2002,1134.1111,2,0,35,3,0
30234,2002,1178.3636,2,0,36,3,0
30235,2002,1144.0358,2,0,36,3,0
30236,2002,1130.84,2,1,36,3,2009
30237,2002,1170.7931,2,1,36,3,2007
30238,2002,1144.0476,2,1,36,3,2008
30239,2002,1170.1,2,0,36,3,0
30240,2002,1105.8064,2,0,37,3,0
30241,2002,1161.129,2,0,37,3,0
30242,2002,1194.5807,2,1,37,3,2012
30243,2002,1151.2333,2,0,37,3,0
30244,2002,1112.9678,2,0,37,3,0
30245,2002,1151.3928,2,1,37,3,2006
30246,2002,1029.0769,2,0,38,3,0
30247,2002,1147.9286,2,1,38,3,2012
30248,2002,1120.9063,2,0,38,3,0
30249,2002,1146.0313,2,1,38,3,2006
30250,2002,1073.2581,2,1,38,3,2009
30251,2002,1035.3572,2,1,38,3,2008
30252,2002,931.63635,2,0,39,3,0
30253,2002,1172.8182,2,1,39,3,2004
30254,2002,1142.5625,2,0,39,3,0
30255,2002,1047.8695,2,0,39,3,0
30256,2002,1039,2,1,40,3,2007
30257,2002,1053.1034,2,0,40,3,0
30258,2002,1107.7826,2,0,40,3,0
30259,2002,1054.7241,2,1,40,3,2007
30260,2002,1110.6957,2,1,40,3,2010
30261,2002,1179.6296,2,1,40,3,2012
30262,2002,1037.375,2,0,40,3,0
30263,2002,1047.2693,2,0,41,3,0
30264,2002,1032.8636,2,0,41,3,0
30265,2002,1003.8696,2,0,41,3,0
30266,2002,1047.7273,2,0,41,3,0
30267,2002,1031.6875,2,1,41,3,2010
30268,2002,1096.3438,2,0,41,3,0
30269,2002,1079.24,2,0,41,3,0
30270,2002,1141.9131,2,1,42,3,2005
30271,2002,1135.0333,2,0,42,3,0
30272,2002,1178.5313,2,1,42,3,2004
30273,2002,1063.0869,2,0,42,3,0
30274,2002,1202,2,1,42,3,2009
30275,2002,1031.069,2,0,42,3,0
30276,2002,1084.5238,2,0,43,3,0
30277,2002,1054.5313,2,1,43,3,2007
30278,2002,1171.3182,2,0,43,3,0
30279,2002,1158.3928,2,0,43,3,0
30280,2002,1171.1154,2,1,43,3,2011
30281,2002,1109.8148,2,0,43,3,0
30282,2002,1249.8096,2,1,44,3,2004
30283,2002,1133.5385,2,0,44,3,0
30284,2002,1093.2916,2,1,44,3,2011
30285,2002,1216.7419,2,1,44,3,2012
40001,2002,1254.6666,2,0,1,4,0
40002,2002,1265.0416,2,1,2,4,2011
40003,2002,1070.7188,2,0,3,4,0
40004,2002,1131.1072,2,1,4,4,2011
40005,2002,992.625,2,0,5,4,0
40006,2002,1223,2,0,6,4,0
40007,2002,1188.5807,2,0,7,4,0
40008,2002,1169.5,2,1,8,4,2005
40009,2002,1216,2,0,9,4,0
40010,2002,999.58618,2,0,10,4,0
40011,2002,1095.2667,2,0,11,4,0
40012,2002,1142.3636,2,1,12,4,2008
40013,2002,1019,2,0,13,4,0
40014,2002,1240.5,2,1,14,4,2012
40015,2002,1080.75,2,1,15,4,2010
40016,2002,1134.2258,2,1,16,4,2006
40017,2002,1107.4546,2,1,17,4,2005
40018,2002,1094.9642,2,0,18,4,0
40019,2002,1079.4166,2,0,19,4,0
40020,2002,1061.5714,2,1,20,4,2009
40021,2002,1029.0476,2,0,21,4,0
40022,2002,1061.8695,2,0,22,4,0
40023,2002,1164.3846,2,1,23,4,2012
40024,2002,1174.2693,2,1,24,4,2010
40025,2002,1143.1305,2,1,25,4,2009
40026,2002,1102.8695,2,0,26,4,0
40027,2002,1061.5313,2,0,27,4,0
40028,2002,1108.5358,2,0,28,4,0
40029,2002,1100.7742,2,0,29,4,0
40030,2002,1121.0909,2,0,30,4,0
40031,2002,1036.6552,2,1,31,4,2012
40032,2002,1173.6207,2,0,32,4,0
40033,2002,1038.4584,2,0,33,4,0
40034,2002,1184.5652,2,1,34,4,2005
40035,2002,1128.7858,2,1,35,4,2010
40036,2002,1093.9063,2,0,36,4,0
40037,2002,1073.4,2,0,37,4,0
40038,2002,999.35712,2,1,38,4,2006
40039,2002,1019.4783,2,1,39,4,2007
40040,2002,1101.08,2,0,40,4,0
40041,2002,1099.3549,2,1,41,4,2007
40042,2002,1030.9524,2,0,42,4,0
40043,2002,1133.037,2,0,43,4,0
40044,2002,1063.9615,2,0,44,4,0
40045,2002,1095.3334,2,0,1,4,0
40046,2002,1108.6801,2,0,1,4,0
40047,2002,1170.1333,2,0,1,4,0
40048,2002,1090.4348,2,1,1,4,2008
40049,2002,1114.5,2,1,1,4,2009
40050,2002,1187.5,2,0,1,4,0
40051,2002,1181.4584,2,1,1,4,2006
40052,2002,1059.5,2,1,2,4,2010
40053,2002,1130.2222,2,1,2,4,2006
40054,2002,1189.1364,2,1,2,4,2010
40055,2002,1032.4166,2,0,2,4,0
40056,2002,1149.5161,2,1,2,4,2004
40057,2002,1229.125,2,1,2,4,2012
40058,2002,1141.3226,2,1,2,4,2012
40059,2002,1209.76,2,1,3,4,2009
40060,2002,1088.7084,2,1,3,4,2009
40061,2002,1040.16,2,0,3,4,0
40062,2002,1091,2,1,3,4,2010
40063,2002,1089.7813,2,0,3,4,0
40064,2002,1105.5807,2,0,3,4,0
40065,2002,1140.2903,2,0,4,4,0
40066,2002,1210.5938,2,0,4,4,0
40067,2002,1156.1072,2,0,4,4,0
40068,2002,1190.4166,2,1,4,4,2006
40069,2002,1147.4839,2,1,4,4,2004
40070,2002,1191.625,2,1,4,4,2010
40071,2002,1236.5,2,0,4,4,0
40072,2002,937.25928,2,1,5,4,2006
40073,2002,1034.0667,2,0,5,4,0
40074,2002,1036.5186,2,0,5,4,0
40075,2002,1171.4399,2,0,5,4,0
40076,2002,987.96429,2,0,5,4,0
40077,2002,1119.8695,2,1,5,4,2008
40078,2002,1045.0952,2,0,5,4,0
40079,2002,1176.36,2,0,6,4,0
40080,2002,1068.9584,2,1,6,4,2011
40081,2002,1098.7916,3,0,6,4,0
40082,2002,1101.6154,2,1,6,4,2006
40083,2002,1123.5,2,0,6,4,0
40084,2002,1178.4286,2,0,7,4,0
40085,2002,1139.5909,2,0,7,4,0
40086,2002,1162.2858,2,0,7,4,0
40087,2002,1042.3549,2,0,7,4,0
40088,2002,1140.25,2,0,7,4,0
40089,2002,1214.6666,2,1,7,4,2012
40090,2002,1023.6957,2,1,8,4,2005
40091,2002,1181.7142,2,0,8,4,0
40092,2002,1148.9032,2,0,8,4,0
40093,2002,1218.9333,2,1,8,4,2011
40094,2002,1163.0869,2,0,9,4,0
40095,2002,1000.8929,2,1,9,4,2009
40096,2002,1202.4828,2,0,9,4,0
40097,2002,1209.3438,2,1,9,4,2005
40098,2002,1096.4828,2,0,9,4,0
40099,2002,1238.25,2,1,10,4,2004
40100,2002,1046.84,2,1,10,4,2004
40101,2002,1186.0714,2,0,10,4,0
40102,2002,1100.4231,2,0,10,4,0
40103,2002,966.40002,2,1,10,4,2008
40104,2002,1033.1818,2,0,10,4,0
40105,2002,1077.8572,2,0,10,4,0
40106,2002,1196.7858,2,1,11,4,2007
40107,2002,1084.2916,2,0,11,4,0
40108,2002,1089.2307,2,0,11,4,0
40109,2002,1133.1482,2,0,11,4,0
40110,2002,1240.2963,2,1,11,4,2007
40111,2002,1099.0385,2,0,12,4,0
40112,2002,1080.0952,2,1,12,4,2006
40113,2002,1175.8064,2,0,12,4,0
40114,2002,1082.5807,2,0,12,4,0
40115,2002,1003.7692,2,0,12,4,0
40116,2002,1216.7307,2,0,13,4,0
40117,2002,1236.8096,2,0,13,4,0
40118,2002,1040.7778,2,1,13,4,2011
40119,2002,1118.5416,2,0,13,4,0
40120,2002,1038.5,2,1,13,4,2006
40121,2002,1212.5161,2,0,13,4,0
40122,2002,1091.7188,2,1,13,4,2007
40123,2002,1137.4517,2,0,14,4,0
40124,2002,991.65625,2,1,14,4,2010
40125,2002,1138.0834,2,1,14,4,2004
